"depth","time"
"-5.09","32.7198"
"-2.36","32.8297"
"-0.1","32.941"
"-1.66","33.0537"
"-5.09","33.1619"
"-3.37","33.2707"
"-0.1","33.375"
"-1.16","33.5059"
"-5.09","33.6123"
"-4.98","33.7197"
"-1.23","33.824"
"-0.1","33.9356"
"-2.2","34.0399"
"-5.08","34.1482"
"-2.57","34.2597"
"-0.09","34.3668"
"-1.74","34.4805"
"-5.09","34.6096"
"-2.7","34.7184"
"-0.09","34.8227"
"-1.47","34.9288"
"-5.06","35.0414"
"-3.07","35.1536"
"-0.09","35.2679"
"-1.02","35.3738"
"-5.1","35.4871"
"-2.49","35.6363"
"-0.09","35.7427"
"-1.13","35.8496"
"-5.05","35.9545"
"-3.97","36.0662"
"-0.09","36.1757"
"-0.66","36.2842"
"-4.31","36.3967"
"-2.75","36.5087"
"-0.09","36.6537"
"-1.29","36.767"
"-5.09","36.878"
"-4.04","36.9824"
"-0.09","37.0936"
"-0.62","37.2059"
"-3.89","37.3103"
"-4.76","37.421"
"-0.09","37.5251"
"-1.36","37.68"
"-5.04","37.7929"
"-3.47","37.9035"
"-0.1","38.0148"
"-0.78","38.1191"
"-5.02","38.2299"
"-2.02","38.3425"
"-0.1","38.4469"
"-5.09","38.551"
"-0.09","38.7011"
"-2.41","38.8135"
"-3.94","38.9178"
"-0.11","39.0234"
"-5.07","39.1344"
"-1.15","39.2453"
"-1.3","39.3576"
"-5.1","39.462"
"-0.53","39.5731"
"-5.05","39.7187"
"-0.43","39.8321"
"-1.92","39.9395"
"-4.04","40.0559"
"-0.12","40.1749"
"-4.77","40.2805"
"-1.94","40.3847"
"-0.62","40.4954"
"-4.43","40.5996"
"-0.09","40.7595"
"-4.36","40.868"
"-2.54","40.9793"
"-0.1","41.0838"
"-5.06","41.1936"
"-1.5","41.3042"
"-0.67","41.4154"
"-5.04","41.5196"
"-0.09","41.6258"
"-1.93","41.7601"
"-4.85","41.8673"
"-0.09","41.9801"
"-3.42","42.0941"
"-3.24","42.2047"
"-0.09","42.3177"
"-3.79","42.4219"
"-2.68","42.5288"
"-0.49","42.6352"
"-5.07","42.779"
"-0.63","42.89"
"-1.4","43.0049"
"-5.06","43.1178"
"-0.14","43.2287"
"-1.42","43.3333"
"-5.1","43.445"
"-0.09","43.5523"
"-5.04","43.6664"
"-2.41","43.8184"
"-0.34","43.9242"
"-5.07","44.0314"
"-1.33","44.1418"
"-0.65","44.2535"
"-5.1","44.3625"
"-1.33","44.4667"
"-0.78","44.5774"
"-4.9","44.6817"
"-0.09","44.8282"
"-2.22","44.9356"
"-4.7","45.0509"
"-0.1","45.156"
"-2.51","45.27"
"-4.2","45.3761"
"-0.1","45.4872"
"-2.57","45.6"
"-1.3","45.7148"
"-1.08","45.8671"
"-5.1","45.9777"
"-0.09","46.0888"
"-2.41","46.2002"
"-4.19","46.3103"
"-0.09","46.4173"
"-3.37","46.5281"
"-2.51","46.6418"
"-1.15","46.7531"
"-5.11","46.8948"
"-0.09","47.0052"
"-1.99","47.1163"
"-4.18","47.2284"
"-0.09","47.3418"
"-4.19","47.4541"
"-2.82","47.5659"
"-0.09","47.6774"
"-2.52","47.7912"
"-5.08","47.9202"
"-2.3","48.0264"
"-0.1","48.1377"
"-1.9","48.2483"
"-5.08","48.3586"
"-3.22","48.4684"
"-0.1","48.5802"
"-1.21","48.691"
"-5.09","48.8024"
"-2.85","48.9389"
"-0.1","49.0452"
"-1.52","49.1542"
"-5.07","49.2652"
"-3.57","49.3759"
"-0.1","49.4899"
"-1.32","49.6031"
"-5.06","49.7178"
"-1.86","49.8337"
"-0.08","49.9763"
"-2.04","50.1025"
"-5.09","50.2202"
"-3.19","50.3251"
"-0.09","50.4296"
"-0.28","50.5382"
"-2.76","50.6485"
"-5.07","50.7536"
"-1.32","50.866"
"-0.08","51.0129"
"-1.7","51.1171"
"-5.07","51.2241"
"-4.6","51.3352"
"-1.15","51.4395"
"-0.08","51.5504"
"-1.76","51.6658"
"-5.1","51.779"
"-2.75","51.8898"
"-0.09","52.0384"
"-0.34","52.1426"
"-2.28","52.2495"
"-5.1","52.3603"
"-3.75","52.4714"
"-0.82","52.576"
"-0.18","52.6849"
"-1.93","52.7917"
"-5.13","52.9006"
"-2.74","53.0528"
"-0.22","53.1667"
"-0.41","53.275"
"-2.5","53.3864"
"-5.11","53.4962"
"-3.24","53.6051"
"-0.35","53.7161"
"-0.25","53.8314"
"-2.96","53.9451"
"-5.12","54.0892"
"-3.19","54.2002"
"-0.08","54.3123"
"-0.41","54.4246"
"-2.32","54.5368"
"-5.12","54.6501"
"-3.51","54.7634"
"-0.48","54.8751"
"-1.16","54.9863"
"-3.49","55.1756"
"-5.09","55.2875"
"-2.38","55.3927"
"-0.09","55.4973"
"-0.67","55.6074"
"-2.88","55.7184"
"-5.1","55.8309"
"-4.08","55.9414"
"-0.38","56.0464"
"-0.1","56.1857"
"-1.22","56.2947"
"-3.76","56.4053"
"-5.12","56.5138"
"-5.02","57.4011"
"-2.17","57.5121"
"-0.48","57.6202"
"-0.18","57.7313"
"-0.08","57.8353"
"-0.95","58.1622"
"-3.29","58.3104"
"-5.12","58.4232"
"-4.85","58.5303"
"-1.76","58.6433"
"-0.09","58.749"
"-0.2","58.8609"
"-1.49","58.9723"
"-3.24","59.0831"
"-4.6","59.1872"
"-2.15","59.331"
"-0.09","59.4443"
"-1.6","59.6592"
"-5.09","59.7634"
"-3.45","59.9754"
