762940,122
763480,120
764000,114
764560,114
765080,112
765620,111
766220,109
766780,106
767260,108
767800,108
768420,109
768920,108
769460,111
770000,114
770500,114
771000,115
771460,120
771940,123
772440,125
772900,126
773400,125
773880,126
774400,118
774880,121
775420,115
775920,120
776380,120
776860,123
777360,123
777900,120
778420,118
778920,118
779420,116
779920,118
780420,118
780940,118
781480,116
781980,115
782500,115
782980,118
783480,120
783980,121
784480,121
784960,121
785480,121
785960,123
786480,120
786960,120
787480,115
787960,120
788440,123
788920,126
789420,125
789940,123
790440,116
790960,116
791440,116
792020,112
792560,112
793020,114
793480,126
793940,128
794520,120
795040,115
795580,112
796060,115
796540,118
797080,116
797560,120
798160,111
798780,108
799300,104
799840,108
800320,115
800920,112
801440,114
801940,112
802440,118
802940,118
803480,118
804040,114
804560,112
805060,111
805640,112
806240,111
806740,108
807220,109
807780,112
808340,112
808900,109
809520,107
809980,108
810440,115
810980,116
811480,120
812000,115
812480,120
813000,120
813540,118
814140,111
814680,108
815220,108
815760,109
816260,112
816780,114
817280,116
817780,116
818900,-1
819900,-1
820900,-1
821900,-1
822900,-1
823900,-1
824900,-1
825900,-1
826900,-1
827900,-1
828900,-1
829900,-1
830900,-1
831900,-1
832900,-1
833900,-1
834900,-1
835900,-1
836900,-1
837900,-1
838900,-1
839900,-1
840900,-1
841900,-1
842900,-1
843900,-1
844900,-1
845900,-1
846900,-1
847900,-1
848900,-1
849900,-1
850900,-1
851900,-1
852900,-1
853900,-1
854900,-1
856320,125
856820,125
857300,125
857780,121
858260,123
858820,118
859380,115
859880,112
860340,116
860800,123
861320,123
861780,125
862260,123
862760,125
863260,123
863800,118
864280,120
864760,120
865220,125
865700,125
866200,123
866680,123
867160,121
867640,125
868160,123
868680,121
869180,118
869640,121
870160,121
870640,123
871140,121
871640,123
872160,120
872640,120
873120,121
873600,121
874120,123
874580,121
875080,123
875620,118
876080,118
876620,120
877120,120
877620,120
878120,116
878600,121
879080,123
879560,125
880020,123
880480,125
880980,128
881420,130
881900,128
882380,126
882860,126
883320,126
