822039,0
822040,35
822060,71
822080,141
822180,177
822200,212
822220,247
822260,282
822340,307
822380,322
822420,337
822440,352
822560,367
822600,382
822720,352
822760,322
822780,282
822820,247
822840,177
822860,141
822900,86
822920,57
822940,29
822960,0
823339,0
823340,29
823360,57
823380,86
823400,114
823440,143
823460,171
823480,229
823520,257
823540,286
823560,321
823620,336
823640,364
823660,379
823720,393
823740,407
823760,421
823780,436
823860,450
823880,464
823920,479
823960,493
824120,464
824140,436
824160,421
824180,393
824200,379
824220,350
824240,321
824280,286
824300,257
824320,229
824360,171
824380,143
824400,114
824460,86
824480,57
824500,29
824520,0
825299,0
825300,29
825320,86
825340,114
825360,143
825380,171
825400,229
825520,171
825540,143
825560,114
825600,57
825620,29
825640,0
826199,0
826200,29
826220,57
826240,114
826280,143
826300,171
826320,229
826380,286
826400,307
826420,321
826460,350
826480,364
826500,379
826540,407
826560,421
826580,436
826620,450
826640,464
826660,493
826720,521
826740,536
826760,550
826840,564
826920,550
826940,536
826960,493
826980,479
827000,450
827020,436
827040,407
827060,379
827100,350
827120,321
827160,307
827180,257
827200,229
827240,200
827260,171
827280,143
827300,114
827340,86
827360,57
827400,29
827460,0
827719,0
827720,29
827740,57
827760,86
827780,114
827840,143
827860,171
827900,200
827920,229
827980,257
828000,286
828020,307
828060,321
828120,336
828140,350
828160,364
828200,379
828260,393
828300,407
828340,421
828380,436
828520,393
828540,379
828560,364
828580,321
828620,307
828640,257
828660,229
828700,171
828720,143
828740,114
828800,86
828820,57
828840,29
828880,0
829239,0
829240,29
829280,57
829320,86
829360,114
829480,143
829540,171
829600,200
829660,229
829820,257
829940,229
829980,171
830000,143
830020,114
830060,86
830080,57
830100,29
830140,0
832139,0
832140,57
832160,86
832180,114
832200,143
832220,171
832240,229
832300,257
832320,286
832340,307
832360,321
832420,336
832440,350
832480,364
832520,379
832680,350
832700,321
832720,307
832740,257
832760,229
832800,171
832820,143
832840,114
832880,86
832900,57
832920,29
832940,0
837099,0
837100,86
837120,114
837140,171
837160,229
837180,321
837200,350
837220,379
837240,436
837260,464
837280,507
837300,550
837320,607
837340,636
837360,664
837380,708
837400,724
837420,756
837500,724
837520,679
837540,650
837560,607
837580,579
837600,550
837620,521
837640,493
837660,464
837680,436
837720,407
837740,379
837780,350
837800,321
837840,307
837860,257
837880,229
837920,200
837940,171
837960,143
837980,114
838040,86
838060,57
838080,29
838200,57
838220,114
838260,171
838280,229
838300,257
838320,307
838340,321
838360,364
838380,393
838400,436
838420,450
838440,493
838460,521
838480,550
838500,593
838520,607
838540,664
838560,679
838580,724
838600,740
838620,772
838640,788
838660,804
838680,820
838760,788
838780,724
838800,679
838820,664
838840,607
838860,593
838880,550
838900,536
838920,507
838940,493
838960,464
838980,436
839000,421
839020,393
839040,379
839080,350
839100,321
839140,307
839160,286
839180,229
839240,171
839260,143
839300,114
839360,86
839380,57
839440,86
839480,114
839520,171
839540,200
839560,229
839580,286
839600,321
839620,336
839640,379
839660,393
839680,436
839700,450
839720,479
839740,493
839760,521
839780,550
839800,564
839820,607
839840,621
839860,650
839880,664
839900,679
839920,708
839940,724
839980,740
840000,756
840060,724
840080,679
840100,664
840120,607
840140,593
840160,550
840180,536
840200,507
840220,493
840240,450
840260,436
840280,421
840300,393
840320,379
840360,350
840380,321
840420,307
840440,286
840460,229
840520,200
840540,171
840560,143
840580,114
840640,86
840720,114
840760,143
840780,171
840800,229
840840,286
840860,321
840900,350
840920,379
840940,393
840960,421
840980,436
841000,464
841020,493
841060,521
841080,550
841120,564
841140,593
841160,607
841280,564
841300,550
841320,507
841340,493
841360,450
841380,436
841400,421
841420,393
841440,379
841460,364
841480,350
841500,321
841540,307
841560,257
841580,229
841640,171
841680,143
841700,114
841760,86
841820,57
841960,86
841980,114
842020,143
842040,171
842060,200
842080,229
842100,257
842120,307
842140,321
842180,364
842200,379
842220,393
842240,407
842260,436
842300,464
842320,493
842360,521
842380,536
842400,550
842440,564
842460,593
842500,607
842580,550
842600,536
842620,493
842640,479
842660,450
842680,436
842700,407
842720,379
842760,364
842780,336
842800,321
842840,286
842860,257
842880,229
842920,200
842940,171
842960,143
842980,114
843060,86
843100,57
843240,86
843280,114
843340,143
843380,171
843400,200
843420,229
843480,257
843500,286
843520,307
843540,321
843580,336
843600,350
843620,379
843680,407
843700,421
843720,436
843760,450
843780,464
843800,479
843820,493
843860,507
843880,521
843900,536
844000,507
844020,493
844040,450
844060,436
844080,407
844100,379
844140,350
844160,321
844200,307
844220,257
844240,229
844300,171
844320,143
844360,114
844420,86
844480,57
844620,86
844660,114
844700,143
844720,171
844740,200
844760,229
844800,286
844820,321
844860,336
844880,364
844900,379
844940,407
844960,436
845000,450
845020,464
845040,479
845060,493
845100,507
845120,521
845220,493
845240,464
845260,436
845280,421
845300,393
845320,379
