Time,Depth
102960,12
102980,18
103000,25
103020,33
103040,41
103060,47
103080,50
103180,45
103200,38
103220,30
103240,23
103260,16
103280,10
103300,6
103320,4
103340,2
103360,1
103480,2
103500,4
103520,6
103540,8
103560,11
103580,16
103600,23
103620,31
103640,40
103660,47
103680,52
103700,53
103780,49
103800,41
103820,33
103840,25
103860,17
103880,10
103900,6
103920,3
103940,1
104040,0
104119,0
104120,3
104140,6
104160,10
104180,16
104200,22
104220,31
104240,41
104260,49
104280,54
104300,55
104380,50
104400,42
104420,34
104440,26
104460,18
104480,11
104500,6
104520,5
104540,3
104560,1
104680,3
104700,6
104740,9
104760,12
104780,18
104800,26
104820,35
104840,44
104860,50
104880,53
104960,51
104980,45
105000,36
105020,28
105040,20
105060,13
105080,7
105100,6
105120,3
105140,1
105280,3
105300,6
105320,7
105340,10
105360,15
105380,21
105400,30
105420,39
105440,48
105460,53
105480,54
105500,55
105540,54
105560,49
105580,40
105600,30
105620,21
105640,12
105660,6
105680,3
105700,1
105720,0
105859,0
105860,1
105880,3
105900,6
105920,8
105940,13
105960,19
105980,27
106000,35
106020,44
106040,51
106060,54
106160,53
106180,49
106200,45
106220,41
106240,37
106260,33
106280,29
106300,24
106320,19
106340,14
106360,8
106380,6
106400,4
106420,2
106440,1
106560,0
119279,0
119280,10
119300,12
119320,17
119340,23
119360,32
119380,42
119400,51
119420,56
119440,59
119540,56
119560,51
119580,46
119600,41
119620,36
119640,30
119660,24
119680,19
119700,14
119720,10
119740,9
119760,7
119780,6
119860,7
119880,9
119900,10
119920,12
119940,15
119960,20
119980,26
120000,34
120020,43
120040,51
120060,55
120080,56
120140,55
120160,50
120180,43
120200,35
120220,27
120240,20
120260,13
120280,8
120300,6
120320,3
120340,2
120400,1
120500,2
120540,3
120560,4
120580,6
120600,10
120620,15
120640,22
120660,31
120680,41
120700,48
120720,53
120740,54
120820,49
120840,40
120860,29
120880,19
120900,10
120920,6
120940,2
120980,1
121080,2
121100,4
121120,6
121160,8
121180,11
121200,16
121220,22
121240,29
121260,36
121280,43
121300,48
121320,50
121420,44
121440,36
121460,27
121480,19
121500,11
121520,6
121540,2
121560,1
121720,2
121740,5
121760,6
121780,9
121800,13
121820,19
121840,26
121860,33
121880,40
121900,45
121920,47
121960,48
122020,44
122040,37
122060,29
122080,20
122100,12
122120,6
122140,3
122160,2
122180,1
122340,6
122360,8
122380,13
122400,19
122420,26
122440,33
122460,40
122480,46
122500,50
122600,46
122620,38
122640,30
122660,21
122680,14
122700,7
122720,4
122740,3
122760,2
122780,1
122900,6
122920,8
122940,11
122960,16
122980,22
123000,30
123020,38
123040,46
123060,51
123080,52
123160,50
123180,43
123200,35
123220,26
123240,18
123260,10
123280,6
123300,3
123320,2
123340,1
123480,5
123500,7
123520,10
123540,15
123560,21
123580,29
123600,38
123620,46
123640,52
123660,54
123680,55
123740,54
123760,49
123780,41
123800,32
123820,23
123840,15
123860,8
123880,6
123900,2
123920,1
124000,0
124039,0
124040,1
124060,3
124080,4
124100,6
124120,7
124140,9
124160,12
124180,18
124200,26
124220,34
124240,42
124260,49
124280,51
124300,52
124360,51
124380,47
124400,39
124420,30
124440,22
124460,14
124480,8
124500,6
124520,3
124540,1
124720,3
124740,6
124760,8
124780,12
124800,18
124820,25
124840,33
124860,40
124880,45
124900,48
124920,49
125000,46
125020,40
125040,32
125060,25
125080,18
125100,10
125120,6
125140,3
125160,1
125340,3
125360,6
125380,10
125400,15
125420,22
125440,30
125460,37
125480,43
125500,46
125520,47
125600,46
125620,40
125640,32
125660,25
125680,18
125700,11
125720,6
125740,3
125760,1
125920,4
125940,7
125960,10
125980,15
126000,21
126020,29
126040,36
126060,43
126080,47
126100,49
126140,50
126180,49
126200,45
126220,39
126240,31
126260,24
126280,17
126300,9
126320,6
126340,3
126360,2
126380,1
126520,3
126540,6
126560,8
126580,12
126600,19
126620,26
126640,33
126660,40
126680,45
126700,46
126720,47
126800,43
126820,37
126840,30
126860,23
126880,17
126900,11
126920,6
126940,3
126960,1
127100,0
127139,0
127140,2
127160,6
127180,9
127200,14
127220,20
127240,28
127260,36
127280,43
127300,48
127320,49
127380,50
127400,47
127420,41
127440,33
127460,25
127480,17
127500,9
127520,6
127540,3
127560,1
127700,2
127720,6
127740,7
127760,10
127780,15
127800,20
127820,27
127840,35
127860,42
127880,47
127900,50
128000,45
128020,38
128040,30
128060,22
128080,16
128100,9
128120,6
128140,4
128160,2
128180,1
128320,3
128340,6
128360,7
128380,10
128400,15
128420,21
128440,27
128460,34
128480,40
128500,45
128520,46
128540,47
128620,43
128640,37
128660,30
128680,23
128700,17
128720,10
128740,6
128760,2
128780,1
129000,7
129020,11
129040,18
129060,25
129080,32
129100,40
129120,45
129140,47
129160,48
129240,42
129260,34
129280,26
129300,18
129320,11
129340,6
129360,3
129380,2
129400,1
129600,3
129620,6
129640,8
129660,13
129680,19
129700,26
129720,33
129740,40
129760,44
129780,46
129800,47
129880,45
129900,38
129920,30
129940,22
129960,14
129980,7
130000,3
130020,1
130120,0
130179,0
130180,1
130200,5
130220,6
130240,8
130260,10
130280,13
130300,17
130320,23
130340,31
130360,39
130380,45
130400,48
130440,49
130500,45
130520,39
130540,31
130560,23
130580,17
130600,10
130620,6
130640,4
130660,2
130680,1
130820,4
130840,6
130860,8
130880,11
130900,17
130920,23
130940,30
130960,38
130980,44
131000,48
131020,49
131120,47
131140,44
131160,39
131180,35
131200,29
131220,23
131240,16
131260,7
131280,2
131300,0
131499,0
131500,1
131520,6
131540,8
131560,12
131580,18
131600,25
131620,32
131640,38
131660,42
131680,44
131760,43
131780,38
131800,30
131820,22
131840,15
131860,8
131880,5
131900,3
131920,1
132020,0
132099,0
132100,3
132120,6
132140,11
132160,17
132180,24
132200,32
132220,38
132240,42
132260,43
132340,42
132360,36
132380,29
132400,21
132420,13
132440,7
132460,3
132480,1
132580,0
132759,0
132760,2
132780,6
132800,10
132820,13
132840,19
132860,25
132880,32
132900,40
132920,46
132940,51
132960,52
133040,50
133060,45
133080,37
133100,30
133120,22
133140,15
133160,7
133180,4
133200,1
133220,0
133359,0
133360,2
133380,6
133420,8
133440,9
133460,10
133500,11
133520,13
133540,19
133560,26
133580,35
133600,45
133620,52
133640,55
133740,51
133760,44
133780,37
133800,29
133820,21
133840,13
133860,7
133880,4
133900,1
134020,0
134039,0
134040,2
134060,4
134080,6
134100,8
134120,11
134140,18
134160,25
134180,34
134200,45
134220,52
134240,56
134260,57
134320,56
134340,52
134360,45
134380,38
134400,30
134420,22
134440,15
134460,9
134480,6
134500,2
134520,1
134660,6
134680,7
134700,11
134720,15
134740,20
134760,27
134780,34
134800,43
134820,50
134840,53
134920,52
134940,46
134960,38
134980,28
135000,19
135020,9
135040,3
135060,0
135339,0
135340,3
135360,9
135380,15
135400,21
135420,29
135440,37
135460,45
135480,51
135500,53
135580,49
135600,43
135620,35
135640,27
135660,19
135680,11
135700,6
135720,2
135740,0
135959,0
135960,1
135980,6
136000,10
136020,15
136040,21
136060,28
136080,36
136100,43
136120,50
136140,52
136180,53
136220,52
136240,47
136260,40
136280,33
136300,25
136320,18
136340,9
136360,6
136380,1
136400,0
136579,0
136580,6
136600,10
136620,16
136640,22
136660,30
136680,38
136700,46
136720,50
136740,52
136820,49
136840,42
136860,34
136880,25
136900,16
136920,8
136940,3
136960,0
137199,0
137200,7
137220,13
137240,20
137260,28
137280,37
137300,45
137320,51
137340,54
137380,55
137420,54
137440,50
137460,45
137480,40
137500,35
137520,31
137540,27
137560,23
137580,19
137600,14
137620,9
137640,6
137680,4
137760,3
138200,2
138240,1
138320,0
30220,92
30800,96
31440,100
32020,100
32640,99
33200,101
33800,102
34400,100
34980,101
35580,100
36180,101
36800,99
37400,100
38020,99
38620,99
39240,96
39880,95
40500,94
41200,92
41860,92
42460,91
43100,93
43760,92
44360,95
45040,92
45740,92
46300,91
46940,95
48160,-1
49160,-1
50160,-1
51160,-1
52160,-1
53160,-1
54160,-1
55160,-1
56160,-1
58680,91
59340,89
60020,90
60660,90
61320,90
62020,90
62680,89
63320,90
64000,90
64660,90
65340,89
66020,90
66700,89
67400,87
68060,87
68700,90
69400,89
70120,86
70820,84
71500,85
72200,86
72940,84
73640,85
74360,84
75080,84
75780,84
76460,85
77200,86
78480,-1
79480,-1
80480,-1
81480,-1
82480,-1
83480,-1
84480,-1
85480,-1
86480,-1
87480,-1
89740,81
90420,81
91100,86
91740,90
92320,93
92920,97
93560,97
94180,96
94780,97
95380,99
95980,100
96560,99
97140,101
97740,103
98360,101
98960,100
99580,97
100160,99
100760,99
101360,100
101940,102
102540,101
103160,101
103760,99
104360,100
104940,100
105520,101
106140,101
107400,-1
108400,-1
109400,-1
110400,-1
111400,-1
112400,-1
113400,-1
114400,-1
115400,-1
116400,-1
117400,-1
118400,-1
120800,93
121400,94
122000,94
122580,101
123140,102
123720,104
124340,101
124980,97
125580,96
126160,100
126780,100
127380,99
127980,100
128600,100
129220,99
129860,94
130480,95
131100,96
131740,94
132320,95
133020,93
133720,94
134300,90
134900,94
135560,93
136200,95
