Time,Depth
6185660,6
6185700,7
6185720,8
6185740,11
6185760,14
6185780,18
6185800,25
6185820,34
6185840,43
6185860,49
6185880,51
6185920,52
6185940,48
6185960,42
6185980,33
6186000,24
6186020,15
6186040,9
6186060,6
6186080,3
6186100,2
6186140,1
6186330,0
6194319,0
6194320,10
6194340,13
6194360,19
6194380,25
6194400,30
6194420,35
6194440,38
6194520,39
6194540,35
6194560,28
6194580,20
6194600,13
6194620,9
6194640,6
6194660,5
6194680,3
6194820,4
6194840,6
6194860,8
6194880,12
6194900,17
6194920,25
6194940,33
6194960,41
6194980,47
6195000,50
6195020,52
6195080,48
6195100,41
6195120,32
6195140,25
6195160,19
6195180,13
6195200,10
6195220,8
6195240,6
6195280,5
6195340,6
6195380,7
6195400,10
6195420,13
6195440,18
6195460,24
6195480,32
6195500,41
6195520,47
6195540,50
6195560,51
6195620,47
6195640,39
6195660,31
6195680,24
6195700,17
6195720,11
6195740,8
6195760,6
6195780,4
6195800,3
6195880,6
6195900,7
6195920,9
6195940,11
6195960,14
6195980,19
6196000,24
6196020,31
6196040,39
6196060,45
6196080,48
6196100,49
6196160,44
6196180,36
6196200,29
6196220,21
6196240,15
6196260,10
6196280,8
6196300,6
6196360,5
6196400,6
6196420,7
6196440,8
6196460,9
6196480,11
6196500,14
6196520,18
6196540,23
6196560,30
6196580,39
6196600,45
6196620,48
6196700,41
6196720,32
6196740,24
6196760,17
6196780,11
6196800,8
6196820,6
6196840,5
6196860,4
6196940,5
6196960,6
6197000,7
6197020,9
6197040,12
6197060,16
6197080,20
6197100,26
6197120,33
6197140,40
6197160,45
6197180,47
6197240,46
6197260,40
6197280,31
6197300,23
6197320,16
6197340,11
6197360,8
6197380,6
6197400,4
6197520,5
6197540,6
6197560,7
6197580,9
6197600,12
6197620,15
6197640,20
6197660,25
6197680,32
6197700,39
6197720,45
6197740,48
6197760,49
6197820,44
6197840,37
6197860,28
6197880,20
6197900,13
6197920,9
6197940,6
6197960,5
6197980,4
6198140,5
6198160,6
6198180,8
6198200,10
6198220,14
6198240,18
6198260,24
6198280,32
6198300,41
6198320,47
6198340,50
6198360,51
6198420,48
6198440,41
6198460,32
6198480,24
6198500,17
6198520,11
6198540,8
6198560,6
6198580,5
6198700,6
6198720,7
6198740,8
6198760,11
6198780,14
6198800,18
6198820,23
6198840,30
6198860,38
6198880,45
6198900,50
6198920,51
6198980,47
6199000,39
6199020,30
6199040,22
6199060,15
6199080,10
6199100,7
6199120,6
6199140,5
6199240,6
6199280,8
6199300,10
6199320,12
6199340,15
6199360,19
6199380,24
6199400,30
6199420,38
6199440,44
6199460,47
6199480,49
6199540,46
6199560,39
6199580,30
6199600,23
6199620,16
6199640,11
6199660,8
6199680,6
6199700,5
6199800,6
6199840,7
6199860,8
6199880,10
6199900,12
6199920,15
6199940,19
6199960,24
6199980,32
6200000,40
6200020,45
6200040,48
6200060,49
6200100,48
6200120,42
6200140,34
6200160,26
6200180,19
6200200,13
6200220,10
6200240,7
6200260,6
6200440,7
6200460,9
6200480,11
6200500,15
6200520,20
6200540,27
6200560,34
6200580,41
6200600,44
6200620,45
6200680,41
6200700,35
6200720,28
6200740,21
6200760,15
6200780,11
6200800,9
6200820,7
6200840,6
6200980,7
6201000,9
6201020,11
6201040,14
6201060,19
6201080,26
6201100,34
6201120,41
6201140,46
6201160,47
6201220,45
6201240,39
6201260,31
6201280,25
6201300,19
6201320,14
6201340,11
6201360,8
6201380,7
6201400,6
6201500,7
6201520,8
6201540,9
6201560,10
6201580,12
6201600,15
6201620,19
6201640,25
6201660,34
6201680,42
6201700,46
6201720,47
6201780,45
6201800,40
6201820,33
6201840,26
6201860,20
6201880,15
6201900,11
6201920,8
6201940,6
6202080,7
6202100,8
6202120,10
6202140,12
6202160,14
6202180,19
6202200,25
6202220,33
6202240,40
6202260,46
6202280,48
6202360,43
6202380,36
6202400,29
6202420,22
6202440,15
6202460,11
6202480,8
6202500,7
6202520,6
6202680,7
6202700,8
6202720,10
6202740,12
6202760,16
6202780,21
6202800,30
6202820,38
6202840,44
6202860,47
6202940,44
6202960,38
6202980,30
6203000,23
6203020,17
6203040,12
6203060,9
6203080,6
6203120,5
6203260,6
6203300,8
6203320,10
6203340,12
6203360,15
6203380,20
6203400,28
6203420,35
6203440,41
6203460,45
6203560,41
6203580,34
6203600,27
6203620,20
6203640,14
6203660,11
6203680,8
6203700,7
6203720,6
6203860,7
6203880,8
6203900,9
6203920,10
6203940,12
6203960,15
6203980,19
6204000,26
6204020,33
6204040,39
6204060,42
6204080,43
6204140,42
6204160,36
6204180,30
6204200,23
6204220,18
6204240,14
6204260,11
6204280,9
6204300,7
6204320,6
6204440,7
6204460,8
6204500,10
6204520,11
6204540,13
6204560,15
6204580,20
6204600,28
6204620,36
6204640,42
6204660,45
6204740,43
6204760,38
6204780,31
6204800,25
6204820,18
6204840,13
6204860,10
6204880,7
6204900,6
6204920,5
6204980,6
6205020,7
6205040,8
6205060,9
6205080,11
6205100,13
6205120,15
6205140,19
6205160,25
6205180,31
6205200,38
6205220,43
6205240,44
6205300,43
6205320,37
6205340,30
6205360,23
6205380,17
6205400,12
6205420,9
6205440,7
6205460,6
6205620,8
6205640,9
6205660,10
6205680,12
6205700,15
6205720,20
6205740,28
6205760,36
6205780,43
6205800,47
6205820,48
6205880,46
6205900,40
6205920,33
6205940,25
6205960,19
6205980,13
6206000,10
6206020,7
6206040,6
6206100,5
6206160,6
6206220,8
6206240,9
6206260,10
6206280,12
6206300,15
6206320,20
6206340,27
6206360,34
6206380,41
6206400,45
6206420,46
6206480,43
6206500,36
6206520,28
6206540,21
6206560,15
6206580,11
6206600,8
6206620,7
6206640,6
6206740,7
6206760,8
6206780,9
6206800,10
6206820,11
6206840,12
6206860,15
6206880,18
6206900,23
6206920,30
6206940,38
6206960,43
6206980,45
6207040,46
6207060,43
6207080,37
6207100,30
6207120,23
6207140,17
6207160,12
6207180,9
6207200,7
6207220,6
6207280,5
6207400,6
6207440,8
6207460,10
6207480,13
6207500,18
6207520,24
6207540,31
6207560,38
6207580,43
6207600,45
6207680,41
6207700,33
6207720,26
6207740,19
6207760,14
6207780,10
6207800,8
6207820,6
6208020,7
6208040,8
6208060,9
6208080,11
6208100,13
6208120,17
6208140,23
6208160,29
6208180,35
6208200,41
6208220,44
6208260,45
6208320,40
6208340,33
6208360,26
6208380,20
6208400,14
6208420,11
6208440,8
6208460,6
6208640,7
6208680,8
6208700,10
6208720,11
6208740,13
6208760,17
6208780,23
6208800,31
6208820,38
6208840,44
6208860,45
6208940,42
6208960,35
6208980,27
6209000,20
6209020,14
6209040,10
6209060,7
6209080,6
